HH0,HH1,HH2,HH3,HH4,HH5,HH6,HH7,HH8,HH9,HH10,HH11,HH12,HH13,HH14,HH15,HH16,HH17,HH18,HH19,HH20,HH21,HH22,HH23,HH24,HH25,HH26,HH27,HH28,HH29,Cd,Cl
0.002057552,-0.001402107,-0.004198934,0.000955514,-0.000242464,0.001027436,-0.001294974,-0.001479239,-0.005878322,0.000573852,-0.001782292,5.27E-05,0.002619734,-0.004645665,-0.000232581,0.003513012,-0.003125066,-0.003885612,-1.43E-05,0.000622756,0.002505767,0.00329099,0.003536209,0.003444115,-0.001186119,0.00187109,-0.002257212,0.000745231,0.000193243,-0.002705709,0.103466,0.123304
-0.000306664,0.000588748,0.003903195,-0.002736531,-0.002970122,-0.003002668,-0.002175936,0.004141745,-0.004513702,0.003327894,-0.001962168,0.005006096,-9.23E-05,0.00071412,0.003334573,0.002719536,0.001277549,0.003780169,-0.002436224,-0.001438089,-0.000168567,-0.001278022,-0.000936517,-0.00222528,-0.000972949,0.003007723,0.002134044,0.000566657,0.002852452,-0.000732786,0.116787,0.120341
0.000511378,0.001216666,-0.001559157,0.003887374,0.002513182,3.74E-05,0.004389496,0.000761705,0.001354247,0.003740855,-0.002757177,0.003944392,-0.001186614,0.003772733,0.001421535,0.00199636,-0.002219323,0.000634608,-0.00241922,0.003534816,-0.003364757,-0.002546432,0.001180104,-0.002435395,-0.000125811,-0.002609888,0.001619182,0.000245025,8.77E-05,0.002733457,0.138009,0.125046
4.56E-05,0.001954155,-0.001871589,0.002089775,-0.005176462,0.00088775,0.006625726,0.006569159,-0.003708978,0.006140631,0.002087955,0.004223543,0.000754084,-1.92E-05,-0.003126798,0.001720829,-0.002182396,-0.002785918,0.002781288,0.002322277,0.003275024,0.002597852,0.002789394,0.002341249,0.000818359,0.003206835,0.003506441,-0.001819012,0.000406989,-0.001037677,0.046368,0.358143
0.002159283,-0.00088768,0.002161349,0.004332179,0.001502227,-0.004776713,-0.004146706,0.004068496,0.003622482,-0.000230646,-0.000555568,0.000367638,0.004498207,-0.003027188,-0.000518518,0.000891115,0.000390182,0.002391715,0.001553812,0.0030968,-0.002578047,-0.003448323,-0.001837418,0.003663955,-0.001028574,0.002772717,-0.002738779,0.001536374,0.003140588,0.001162238,0.123735,0.111937
0.000236017,-0.00162207,0.003391294,-0.000399043,0.003235324,-0.00259946,0.005328411,0.006462598,-0.004121143,-0.005198734,-0.004195393,-6.02E-05,-0.001434769,0.003393571,0.002498163,0.001054341,0.002961659,0.00019583,-0.00164198,0.000465989,0.002348087,-0.000729526,0.000177912,-0.002538226,0.001805782,0.000465854,0.00317033,-0.000920666,0.000176003,0.001205869,0.020702,0.220572
0.001125204,0.000637402,0.003837133,-0.000845893,0.000669047,0.004876218,0.001199036,-0.005322296,-0.002935654,0.00162078,-0.001652053,-0.004375886,0.00166096,0.003296196,0.002098967,-0.003224271,0.001842726,0.000536744,-0.003760651,0.002779944,-0.002711009,-0.001484638,-0.00080421,0.002157211,0.002301268,-0.003064216,-0.00036215,0.002523317,-0.00175098,-0.003426839,0.019845,0.334683
0.000689699,0.000986425,0.002229058,0.004245957,-0.005646703,-0.00425841,0.005676945,0.0069486,0.005565942,-0.005216512,0.000963926,0.000759883,-0.000286634,-0.003260419,-0.003164878,0.002206267,0.000122587,0.002538032,0.003583983,0.002491008,0.00020722,-0.000222653,0.001771069,-0.002572544,-0.001111373,-0.000278238,-0.002903202,-0.002088149,-0.001369666,0.000221167,0.12609,0.110726
-0.00012462,-0.002522065,-0.002837006,-0.002524749,0.002956045,-0.001373316,0.003328372,0.000619063,0.004222824,0.004015754,0.005295294,-0.00540606,0.002946075,0.002801637,0.001731238,0.003258629,0.000833814,0.002476438,-0.001686358,-0.003273723,0.001858255,0.000937004,0.002957015,0.000541256,-0.000823856,0.00150101,0.001050324,-0.001168281,0.001804081,-6.46E-05,0.12431,0.080969
0.001945666,-0.002095496,0.001745494,-0.001634655,0.005140319,-0.002426241,-0.001026132,-0.005292482,-0.000657272,-0.006157618,0.004654334,0.000844209,0.001355269,0.003896214,-0.003154297,-6.71E-06,-0.001895716,0.001777218,-0.00082889,0.000219178,-0.00162557,-0.00223498,0.003221563,-0.00121829,0.002564378,-0.002586943,-0.000117363,-0.001758731,-0.000290826,0.003021372,0.108705,0.075073
0.001729003,-0.000677645,0.004320958,0.003257494,-0.005451343,-0.005026241,-0.004734006,0.002060526,0.004571506,-0.000534777,-0.001546597,0.004260308,-0.002009196,0.001794094,-0.000304335,0.001802475,0.003012445,0.002967532,-0.00293514,0.000304748,0.001120781,0.002458932,-0.002805595,0.000574466,0.000834042,-0.000633832,-0.000292465,0.001085223,0.003376946,-0.001939287,0.025846,0.348361
-0.002871334,-0.002646304,-0.003090843,0.002046988,0.00478629,-0.005464372,-0.005787702,0.004793827,-0.000447445,-0.005870307,0.000906145,0.001958476,-0.001720853,-0.003146858,0.002443059,-0.000448044,0.001361687,0.001017554,-0.002197024,-0.001976698,-0.000896671,0.003496963,-0.001432031,-0.002839572,0.000388704,-0.003489119,-0.000148669,-0.002715251,-0.00349063,-0.00068569,0.014647,0.30662
-0.002000533,0.001690585,-0.002322411,0.003324462,-0.004211417,-0.000677476,-0.002480156,-0.001356579,-0.001776386,-0.005834694,-0.004960333,-0.003768978,-0.000544749,0.004169682,0.00216663,-0.002783587,-0.000837992,-0.000772612,0.00038201,-0.003622683,0.003781098,0.002360257,-0.003224399,0.000107082,0.001529194,-0.000968363,-0.002310685,0.002940759,0.002312419,-0.001833492,0.096778,0.134596
0.000418599,-0.002225511,0.002574026,-0.003686442,0.003254539,0.004042355,0.005142416,0.006768603,0.00465798,0.003918909,-0.001109047,-0.000872044,0.001058925,-0.002646787,-0.000979126,-0.001727727,-0.001643504,-0.002980469,-0.001200595,0.000912245,-0.003232321,0.002185989,-0.000211185,-0.001575667,-0.00241391,0.003042133,-0.001104439,0.001642947,0.000359379,0.002407434,0.050395,0.450529
-0.002574335,6.07E-05,-0.001328274,0.002753551,0.00396445,0.004922505,-0.003637407,0.00542997,0.002920586,0.00519638,-0.001852168,-0.003222954,0.002649612,0.00364405,-0.000145122,-0.0037286,0.002272532,0.002316067,-0.001374014,-0.000474186,-0.001919164,0.002492012,-0.002027118,0.00118128,-0.000674829,-0.003075262,0.001231816,-0.000734725,-0.001723674,-0.001010478,0.048861,0.37639
-0.001337875,0.002070445,-0.003595021,0.001153927,-0.004772774,0.000753099,-0.003604458,0.003870112,-0.004289754,-0.002002937,0.002391207,-0.001839318,0.001089114,0.001139004,0.002750873,0.002228103,0.000227188,0.003688042,-0.001278381,0.001886453,-0.003296939,-0.000486097,-0.002917184,-0.003264991,0.002406651,-0.001911849,0.000389435,-0.001014935,0.003114734,-0.002171755,0.024654,0.311367
-0.00051811,-0.00174498,-0.000777979,-0.002573654,-0.000890778,0.00552998,0.005223245,-0.005018919,0.002046843,-0.002152925,-0.000994855,-0.002394993,0.002398771,-0.000539469,0.003774044,0.003067545,0.00089543,0.003471337,-0.003507665,0.003789314,0.003705566,-0.002459832,0.001159731,0.001607637,-0.00328496,0.003326532,-0.001688509,0.001659622,-0.00238995,-0.001410658,0.116592,0.102834
0.002745684,0.000682207,0.000738364,0.00417259,0.000971195,0.00279858,0.003140191,0.002365695,0.005237467,0.004969809,0.003484486,0.000787664,-0.002437406,0.004012134,0.00143063,0.002616424,-0.001652976,-0.002003785,-0.003493627,-0.00357969,0.001393548,-0.003444356,5.68E-05,-0.003227311,0.001261575,0.002703797,-0.002202477,-0.00339416,-0.001635006,0.000487562,0.06072,0.230834
-0.000813819,0.002898182,0.000432983,0.000893184,0.001901919,0.002919163,0.00073672,0.005075902,-0.005959018,-0.00151812,0.00402826,-0.003542086,0.002792331,0.001332364,-0.001216747,0.003714828,-0.003338286,-0.000728711,-0.00074495,-0.003428683,-0.001564505,0.000842595,-0.000392345,-0.000801668,-0.002144116,0.002925335,0.001718733,0.002549367,-0.002457474,0.001369699,0.125389,0.135798
-0.001009317,0.001302811,-0.003135655,0.000794484,8.19E-05,0.001879649,0.000679084,0.001950796,-0.001834389,-0.001727921,-0.002915003,0.004767866,0.000477669,-0.002286913,0.002581946,0.003184128,0.002162657,-0.002128267,-0.003272221,-0.002716812,-0.002382633,0.001777274,0.001765778,-0.002048465,-0.003431505,-0.000210096,-0.000960078,0.002621237,-0.000272151,0.001536741,0.036046,0.411839
0.001717229,0.00178122,0.003871172,0.002525963,-0.004828419,0.002576879,-0.006336194,-0.001909334,0.003768488,-0.001931997,0.001159867,-0.003165322,-0.000701487,0.002235259,0.000666509,-0.003693982,0.001956763,0.002087859,0.003407652,-0.001387696,0.003124498,-0.001113108,0.001255742,-0.001410849,-0.000510772,-0.00364027,0.002412007,0.003221417,-0.001761994,5.08E-05,0.02191,0.225107
-0.002079247,-0.002736768,-0.003335747,-0.001728469,0.004971595,0.003450717,-0.006723026,0.002480947,0.005888863,-0.003034353,-0.003174749,-0.002248138,-0.000964869,0.000137587,-0.000842676,-0.00326467,-0.00112247,0.003261733,-0.001597432,-0.002367609,0.000406704,0.001293461,-0.000158199,0.000134116,0.000656081,-0.000412603,-0.003566764,-0.000193803,-0.002341706,0.003226682,0.10217,0.124785
-0.0012171,0.002962481,-0.000811432,0.000609151,-0.001148515,-0.000304856,-0.003693139,-0.004946538,0.00532822,0.00091999,-0.00133108,-0.00023329,-0.003835201,0.001968723,0.00367533,-0.000761529,0.000254445,0.002893684,0.002229041,-0.002504214,-0.002456509,0.002529275,-0.001615971,0.002263364,0.002480823,0.003482283,-0.000616523,0.002257523,0.003240832,-0.000840104,0.111679,0.121687
0.002733187,-0.000810444,0.001238821,-0.002745223,0.00544933,-0.003894137,0.004527956,0.002126905,0.004900069,-0.00374222,0.002333526,-0.003196876,-0.001232168,0.00040051,0.003035055,-0.000370402,0.001165763,0.003785803,0.00340577,-0.003459305,-0.000961165,0.002712344,0.001742224,0.001771748,0.003600153,-0.002011539,-0.000809377,-0.003176985,-0.002594943,0.002348079,0.126657,0.065901
-0.001351668,-0.000159998,-0.003248139,0.00119193,-0.002236474,-0.004290623,0.003915557,0.001452607,0.000489246,0.001822309,-0.001981142,0.002627387,0.001450876,0.003223212,0.002643349,-0.003602023,0.002141483,-0.003773553,0.001147235,-0.003073177,-0.002168787,0.003040324,0.0036096,-0.000685381,0.001070426,0.00184788,-0.00151116,8.56E-06,0.003303555,-0.002204659,0.021846,0.203528
0.002556256,0.000415214,0.002588373,0.004252203,0.005329611,0.000640846,-0.004744366,0.006409949,0.000467468,0.003261494,0.000587535,0.005308992,-0.000477217,-0.001964106,-0.001339241,0.001825205,0.003271692,-0.003108559,-0.001162489,0.002095319,-0.003064078,0.002968226,-0.000128939,-0.00067249,0.003533041,0.001831545,-0.002795253,-0.002343022,0.000501572,0.001501808,0.050623,0.387829
0.000367316,-5.97E-05,-0.003904232,-6.18E-05,0.005106629,0.005115274,-8.18E-05,0.00373315,-0.006050621,0.001805045,-0.000494546,0.000652153,-0.002701017,0.000639608,0.001851925,0.002002041,0.000947672,0.00327536,0.002842476,0.002914738,0.002731763,0.003704794,0.003032745,0.003584643,-0.00159539,-0.001207363,0.001426489,0.00129427,0.000422869,-0.002150598,0.035272,0.379973
0.000247374,-0.002707441,0.002180066,-0.004276792,0.005031778,0.004482596,-0.001086117,0.004213707,-0.00212459,0.001275412,-0.00487975,0.001913615,0.001983514,-0.001380113,0.003646554,-0.000374552,0.001293594,-0.001437552,-0.000136883,0.002795959,0.003095071,0.001784825,-0.002129179,0.00210662,-0.000489272,-0.00148667,-0.003260135,-0.002557477,0.003429197,2.54E-05,0.121901,0.100613
0.002689986,0.0018958,-0.002570757,0.003872699,0.002644845,-0.00079975,0.001533773,-0.002171924,0.002960428,-0.000798824,-0.00224881,-0.003853856,6.37E-05,0.002217379,0.000606418,3.51E-05,-0.001051496,0.001149626,0.000966357,0.000523269,-0.001727223,0.001943105,-0.0011275,0.003436366,-0.002595296,-0.000574174,0.002349077,0.000609244,0.002809283,-0.000369136,0.01955,0.375529
-0.000506997,-0.000197676,-0.003874429,0.003149159,-0.004994164,0.003961985,0.000401339,-0.006730527,-0.004650418,-0.003579047,0.001806863,-0.000539654,0.000409632,0.002910647,0.003582771,0.003303139,0.000877512,0.000109334,-0.001417797,0.001260972,-0.001259627,0.002717161,-0.002038119,0.000663603,-0.002340967,-0.003613351,0.002111928,0.003187824,0.001181976,0.001474796,0.018842,0.414372
-0.002080234,-0.000870358,0.001393032,-0.000949104,-0.000393396,-0.002351948,-0.003960581,0.004095574,0.000930311,-0.000745089,-0.004061125,0.005055619,0.003915087,0.001397598,-0.003239348,0.001222333,0.003640138,-0.002859918,2.10E-05,-0.003649432,0.003369729,-0.003292056,-0.003641328,-0.000481846,-0.002233977,-0.0032976,-0.000106706,-0.002000637,-0.001804518,0.000980175,0.032358,0.252581
0.000485593,-0.001273798,-0.00289637,-0.001024088,0.000637594,0.002319878,-0.003133223,-0.002436627,-0.003202894,-0.000405058,0.001316034,-0.000735518,-0.000124452,-0.002187057,0.002208881,0.003036585,-0.002588853,-0.000571877,-0.000891125,0.000717096,-0.000759444,0.00298375,-0.002647687,0.003178101,0.001734131,0.001953933,0.002783097,0.002940239,0.00327888,-0.001617072,0.014041,0.412301
0.002408708,0.00251383,0.001630388,0.003819688,-0.005269635,-0.003180708,3.38E-05,-0.004905605,0.005701275,0.001082791,0.0043077,-0.002877432,0.002549693,-0.000268405,-0.001137846,8.13E-05,0.000282194,-0.001387879,-0.000956754,0.000658099,-0.001566774,0.001656243,-0.003470315,0.00024372,0.0003513,0.003373714,-0.000124339,-0.003443365,0.001889256,0.002136837,0.119395,0.107688
-0.000936554,0.002409543,0.003164259,0.003060216,0.004061951,0.001550144,-0.002740507,0.005844925,-0.005486244,7.59E-05,-0.001730817,-0.005038627,0.001221617,-0.004690526,0.003201778,0.000526825,-0.003343737,0.001632971,-0.00369469,-0.000303602,0.000725194,0.002654418,0.000826337,-0.000165991,0.000477893,0.001902123,-0.003053499,0.000706612,-0.001398039,-0.000184316,0.038169,0.498993
-0.001025383,0.002714487,-0.003715257,0.00207506,0.000996442,-0.001998884,0.001265233,-0.001145711,-0.006080381,0.000766691,0.00223446,0.003424709,0.004526026,0.003382524,-0.0025996,0.002489991,0.001975031,-0.001818045,0.000135904,-0.000738084,-0.000719726,0.003591304,-0.001358135,0.002964799,-0.00126107,0.001238873,0.002360245,0.003548684,0.003296838,0.000260436,0.026488,0.434778
0.001374698,0.002053275,-0.001480132,0.00404844,-0.004943804,-0.000960317,0.004829703,0.00514092,0.004406974,0.004663556,-0.002380186,-0.00421317,0.000192817,0.000880789,0.001377377,-0.001612362,-0.002902022,-0.003621791,-0.001702416,-0.002458628,0.00333455,-0.000252095,-0.000252971,0.001476126,0.000557906,-0.001430249,-0.001844626,0.00043886,-0.000624884,0.001936626,0.127706,0.128165
-0.000354871,0.001718467,-0.003694887,-0.00222592,0.000837486,-0.000834164,-0.006018712,-0.005918099,-0.002255388,0.000467913,-0.003865323,-0.002720268,-0.000447558,0.004619,0.000557369,0.001095086,0.002070931,-0.001910585,-0.003676691,-0.00268078,-0.001936492,0.00055324,-0.00299009,-0.00280618,-0.000398443,0.000528935,0.000116298,0.003406463,-0.00204819,-0.001810298,0.015378,0.401239
0.002259278,0.001993355,0.000184059,-0.001829008,0.003324113,-0.000755448,0.003044975,-0.000581583,-0.005159779,0.005901077,0.002740832,0.005345669,0.00243635,-0.004089491,-0.003510286,-0.002527418,-0.003838693,0.003394192,-0.003306548,-0.00022184,0.001123788,-0.002671052,-0.003057745,-0.001046798,0.001449803,-0.001061251,-0.001404142,-0.000987725,-0.001070722,-0.002206253,0.122379,0.109125
-0.002772204,-0.001136029,-0.001750453,0.003107492,-0.005536385,0.004623128,-0.003376923,0.001131308,0.0036026,0.000342677,-0.004354171,0.005025411,-0.001620075,0.002011341,0.003611521,-0.001327835,-0.002006599,0.003747441,-0.00190208,-0.000240022,-0.000288895,-0.001042365,-0.003288811,-0.002551441,0.000250267,0.002282107,0.000380397,-0.000495517,-0.001049063,-0.001258544,0.044604,0.426582
0.002664619,-0.000732014,-0.00280455,0.004205017,-0.001065087,0.002940979,0.003464572,-0.006230738,-0.005710666,0.001299412,-0.003276819,-0.002951154,0.00176829,-0.003534918,-0.000678678,0.003284689,0.00079484,-0.003514441,0.001927868,-0.002317731,-0.002491059,0.000462731,0.00052791,-0.000495287,-0.001509854,-0.001035824,-0.002247269,-0.000791854,0.000704431,0.002764863,0.024883,0.346445
-0.001400606,0.001566995,0.000317343,-0.00066465,-0.004440473,0.000931011,0.003681749,0.006764754,-0.00181744,-0.001047562,0.004805092,-0.003756234,0.001832842,-0.002780558,0.001568336,-0.003231225,-0.000705065,0.001939727,-0.00040585,0.003371527,0.001295946,-0.002625667,-0.001909589,0.001667414,0.003483211,-0.000318086,-0.002346945,0.002495375,-0.003050218,0.00250682,0.031367,0.412068
0.001331919,0.001680313,0.00366051,0.002358969,-0.000936637,-0.002407056,-0.003743187,-0.002391342,-0.004363005,-0.006008104,0.002205004,-0.000488437,-0.000536136,0.003868294,-0.001496188,-0.000543762,0.000752698,-0.001534176,0.002166424,0.000211214,0.002600421,0.0034777,0.00195725,-0.00246163,0.001407754,0.000355804,-0.000920528,-0.002860783,0.002719815,-0.001461257,0.009072,0.226297
0.002124651,-0.001517925,0.002760599,-0.00303942,-0.003534889,-0.003713873,0.006273661,0.001075432,0.003919765,-0.000998774,0.001652579,0.004484349,-0.000884085,0.001944786,0.000447276,-0.003357258,-0.003852529,-0.002454514,-0.002069419,-0.000270253,0.001456201,0.000767537,0.002096187,-0.00304337,-0.00338018,-0.00202438,0.001346514,-0.003024919,0.002752415,-0.001632702,0.114917,0.075151
